Post_ID,Platform,Likes,Comments,Shares,Views,Post_Date
2430,YouTube,2838,1407,3593,261430,2023-01-02 16:29:00
2431,YouTube,6474,71,1385,809352,2023-01-02 16:30:00
2432,Instagram,5768,618,2202,34094,2023-01-02 16:31:00
2433,TikTok,8220,669,4089,386403,2023-01-02 16:32:00
2434,LinkedIn,1026,1100,1866,179859,2023-01-02 16:33:00
2435,LinkedIn,1200,1273,929,279551,2023-01-02 16:34:00
2436,Facebook,6176,561,2745,27944,2023-01-02 16:35:00
2437,LinkedIn,796,1969,2983,762072,2023-01-02 16:36:00
2438,TikTok,3751,756,911,203868,2023-01-02 16:37:00
2439,Facebook,411,543,2141,212835,2023-01-02 16:38:00
2440,YouTube,4856,561,977,38593,2023-01-02 16:39:00
2441,Facebook,9646,122,472,674400,2023-01-02 16:40:00
2442,TikTok,3383,1924,449,655861,2023-01-02 16:41:00
2443,LinkedIn,6357,1926,818,706007,2023-01-02 16:42:00
2444,Twitter,9437,1386,3537,310851,2023-01-02 16:43:00
2445,LinkedIn,4315,1968,4855,771237,2023-01-02 16:44:00
2446,YouTube,3791,296,3191,508239,2023-01-02 16:45:00
2447,Facebook,9064,1055,791,155775,2023-01-02 16:46:00
2448,Twitter,3419,1691,23,421275,2023-01-02 16:47:00
2449,Instagram,4667,788,3932,643498,2023-01-02 16:48:00
2450,YouTube,6644,1887,3285,392985,2023-01-02 16:49:00
2451,Instagram,5564,25,569,458263,2023-01-02 16:50:00
2452,Instagram,6292,956,1742,296862,2023-01-02 16:51:00
2453,YouTube,2323,355,4775,41958,2023-01-02 16:52:00
2454,LinkedIn,9505,1188,1420,764551,2023-01-02 16:53:00
2455,YouTube,2939,1733,4236,184919,2023-01-02 16:54:00
2456,LinkedIn,1383,1317,2801,470213,2023-01-02 16:55:00
2457,YouTube,2851,1984,3933,897664,2023-01-02 16:56:00
2458,LinkedIn,6848,748,2065,853941,2023-01-02 16:57:00
2459,Facebook,8413,188,847,54267,2023-01-02 16:58:00
2460,Twitter,1147,1456,3616,404371,2023-01-02 16:59:00
2461,YouTube,8808,1933,4163,576098,2023-01-02 17:00:00
2462,Facebook,1471,1041,1542,625756,2023-01-02 17:01:00
2463,TikTok,6356,18,3017,723799,2023-01-02 17:02:00
2464,Instagram,3905,1070,711,136546,2023-01-02 17:03:00
2465,LinkedIn,3500,1521,3253,620850,2023-01-02 17:04:00
2466,TikTok,1846,1067,769,514051,2023-01-02 17:05:00
2467,Instagram,3306,871,3144,418344,2023-01-02 17:06:00
2468,TikTok,624,1902,3254,991495,2023-01-02 17:07:00
2469,LinkedIn,970,960,2962,21598,2023-01-02 17:08:00
2470,Instagram,1438,1249,219,562188,2023-01-02 17:09:00
2471,Facebook,7138,1957,3609,4068,2023-01-02 17:10:00
2472,YouTube,7550,1407,1242,393295,2023-01-02 17:11:00
2473,Twitter,9541,26,3609,688063,2023-01-02 17:12:00
2474,Twitter,7189,1320,1066,422263,2023-01-02 17:13:00
2475,Twitter,6925,1358,3423,274125,2023-01-02 17:14:00
2476,Facebook,2239,1898,886,574470,2023-01-02 17:15:00
2477,Twitter,1193,1546,2823,947672,2023-01-02 17:16:00
2478,Instagram,4900,526,825,939980,2023-01-02 17:17:00
2479,Facebook,3836,1095,3777,287575,2023-01-02 17:18:00
2480,TikTok,2948,1481,4059,806241,2023-01-02 17:19:00
2481,Facebook,4836,335,2303,729692,2023-01-02 17:20:00
2482,TikTok,4918,738,203,873771,2023-01-02 17:21:00
2483,Facebook,8874,1089,3632,711877,2023-01-02 17:22:00
2484,Instagram,8147,462,2537,883113,2023-01-02 17:23:00
2485,TikTok,7758,1419,965,847023,2023-01-02 17:24:00
2486,Twitter,90,894,87,77304,2023-01-02 17:25:00
2487,YouTube,7937,917,697,232255,2023-01-02 17:26:00
2488,Twitter,378,791,3380,160994,2023-01-02 17:27:00
2489,YouTube,2076,689,4914,653856,2023-01-02 17:28:00
2490,Twitter,4819,172,4608,106996,2023-01-02 17:29:00
2491,TikTok,6907,1059,4327,26918,2023-01-02 17:30:00
2492,TikTok,8528,511,1087,20510,2023-01-02 17:31:00
2493,Instagram,1365,1518,1363,881827,2023-01-02 17:32:00
2494,LinkedIn,5770,595,442,972045,2023-01-02 17:33:00
2495,TikTok,5119,270,968,713242,2023-01-02 17:34:00
2496,Facebook,9385,10,4260,196277,2023-01-02 17:35:00
2497,LinkedIn,9545,1488,3244,382455,2023-01-02 17:36:00
2498,Instagram,3111,82,2504,80372,2023-01-02 17:37:00
2499,Instagram,5368,1143,1950,290937,2023-01-02 17:38:00
2500,Twitter,2001,769,970,784994,2023-01-02 17:39:00
2501,TikTok,8843,1034,620,385680,2023-01-02 17:40:00
2502,Facebook,2112,849,2427,733781,2023-01-02 17:41:00
2503,Twitter,5284,239,2498,323819,2023-01-02 17:42:00
2504,Facebook,1642,1234,4462,724936,2023-01-02 17:43:00
2505,TikTok,6916,530,3819,399598,2023-01-02 17:44:00
2506,LinkedIn,5073,935,2660,330541,2023-01-02 17:45:00
2507,Twitter,9189,680,4191,953996,2023-01-02 17:46:00
2508,YouTube,1149,881,1023,860542,2023-01-02 17:47:00
2509,YouTube,5236,1585,3819,207478,2023-01-02 17:48:00
2510,YouTube,6119,903,3300,35573,2023-01-02 17:49:00
2511,LinkedIn,7258,489,534,283814,2023-01-02 17:50:00
2512,LinkedIn,9184,779,3883,138725,2023-01-02 17:51:00
2513,LinkedIn,4464,1299,2596,306136,2023-01-02 17:52:00
2514,YouTube,7580,119,332,877173,2023-01-02 17:53:00
2515,LinkedIn,4744,836,4346,79265,2023-01-02 17:54:00
2516,Instagram,935,704,4006,263289,2023-01-02 17:55:00
2517,LinkedIn,8668,690,3410,50544,2023-01-02 17:56:00
2518,Facebook,3538,1417,3743,74454,2023-01-02 17:57:00
2519,LinkedIn,1885,1849,889,741447,2023-01-02 17:58:00
2520,Instagram,5215,1834,4496,932432,2023-01-02 17:59:00
2521,LinkedIn,429,1315,1169,741698,2023-01-02 18:00:00
2522,Facebook,9690,1783,107,513260,2023-01-02 18:01:00
2523,Twitter,847,391,1600,685129,2023-01-02 18:02:00
2524,Instagram,8086,981,4443,319499,2023-01-02 18:03:00
2525,Twitter,2459,1008,4297,312268,2023-01-02 18:04:00
2526,LinkedIn,830,1396,3790,214290,2023-01-02 18:05:00
2527,Instagram,3077,1115,1675,620534,2023-01-02 18:06:00
2528,Instagram,5992,981,2899,42882,2023-01-02 18:07:00
2529,YouTube,1854,1409,1412,863459,2023-01-02 18:08:00
2530,Twitter,3019,1726,3557,353124,2023-01-02 18:09:00
2531,LinkedIn,6840,1081,3169,550240,2023-01-02 18:10:00
2532,TikTok,1618,818,917,464474,2023-01-02 18:11:00
2533,TikTok,4411,1457,4256,180753,2023-01-02 18:12:00
2534,LinkedIn,9137,961,83,369584,2023-01-02 18:13:00
2535,YouTube,6643,1474,2261,676747,2023-01-02 18:14:00
2536,LinkedIn,2659,1948,4913,785881,2023-01-02 18:15:00
2537,LinkedIn,4183,430,3799,919591,2023-01-02 18:16:00
2538,Facebook,1756,133,761,36795,2023-01-02 18:17:00
2539,Instagram,5145,1541,3652,73770,2023-01-02 18:18:00
2540,LinkedIn,6388,1694,1452,895064,2023-01-02 18:19:00
2541,TikTok,7722,95,1217,600353,2023-01-02 18:20:00
2542,Instagram,5896,1016,2527,897778,2023-01-02 18:21:00
2543,LinkedIn,7092,1303,2837,474323,2023-01-02 18:22:00
2544,TikTok,6604,19,1578,331263,2023-01-02 18:23:00
2545,LinkedIn,1366,431,2802,123501,2023-01-02 18:24:00
2546,LinkedIn,7320,136,1134,123449,2023-01-02 18:25:00
2547,Facebook,8414,999,2200,273481,2023-01-02 18:26:00
2548,Instagram,7675,1610,4027,938192,2023-01-02 18:27:00
2549,Instagram,6673,201,1416,495059,2023-01-02 18:28:00
2550,Instagram,4920,1878,1498,101736,2023-01-02 18:29:00
2551,Facebook,8455,1943,4046,591110,2023-01-02 18:30:00
2552,LinkedIn,6307,914,911,425757,2023-01-02 18:31:00
2553,YouTube,2515,412,431,450892,2023-01-02 18:32:00
2554,TikTok,5551,1572,1071,67844,2023-01-02 18:33:00
2555,Instagram,8814,211,718,454667,2023-01-02 18:34:00
2556,YouTube,122,237,3087,923860,2023-01-02 18:35:00
2557,TikTok,6390,1763,4966,595861,2023-01-02 18:36:00
2558,YouTube,7562,1063,187,816856,2023-01-02 18:37:00
2559,Facebook,867,1542,3708,719813,2023-01-02 18:38:00
2560,Instagram,7335,576,2941,243643,2023-01-02 18:39:00
2561,YouTube,6672,895,3365,913742,2023-01-02 18:40:00
2562,Facebook,6494,1906,3512,569133,2023-01-02 18:41:00
2563,Facebook,6706,418,2087,364292,2023-01-02 18:42:00
2564,Facebook,1089,1019,2382,913102,2023-01-02 18:43:00
2565,LinkedIn,1353,398,4323,7473,2023-01-02 18:44:00
2566,LinkedIn,676,1915,4731,445729,2023-01-02 18:45:00
2567,Facebook,9536,1745,3889,493033,2023-01-02 18:46:00
2568,Instagram,7887,264,4412,108398,2023-01-02 18:47:00
2569,Twitter,110,1638,1584,459434,2023-01-02 18:48:00
2570,Twitter,9631,722,236,728265,2023-01-02 18:49:00
2571,YouTube,9815,587,2348,295110,2023-01-02 18:50:00
2572,Instagram,6074,1727,4929,147037,2023-01-02 18:51:00
2573,LinkedIn,1188,430,4315,941311,2023-01-02 18:52:00
2574,LinkedIn,3944,471,1705,12202,2023-01-02 18:53:00
2575,Twitter,2552,949,2648,131972,2023-01-02 18:54:00
2576,Instagram,3103,681,533,479300,2023-01-02 18:55:00
2577,Twitter,9142,1103,3881,213668,2023-01-02 18:56:00
2578,Facebook,3489,258,2313,198216,2023-01-02 18:57:00
2579,Instagram,7196,976,3702,810386,2023-01-02 18:58:00
2580,Instagram,4786,297,4680,602666,2023-01-02 18:59:00
2581,Instagram,610,1565,974,604610,2023-01-02 19:00:00
2582,TikTok,9505,1454,2720,790655,2023-01-02 19:01:00
2583,Facebook,5003,585,4488,155740,2023-01-02 19:02:00
2584,YouTube,6816,1421,3108,973758,2023-01-02 19:03:00
2585,Twitter,4348,1206,1919,784463,2023-01-02 19:04:00
2586,Instagram,473,1383,1964,728741,2023-01-02 19:05:00
2587,LinkedIn,8764,455,855,370650,2023-01-02 19:06:00
2588,LinkedIn,3729,961,2571,782761,2023-01-02 19:07:00
2589,Instagram,3640,1786,4158,746997,2023-01-02 19:08:00
2590,Facebook,8031,981,1562,766012,2023-01-02 19:09:00
2591,Twitter,1512,1941,2415,458604,2023-01-02 19:10:00
2592,TikTok,9290,380,3202,733747,2023-01-02 19:11:00
2593,LinkedIn,8488,1531,1783,468818,2023-01-02 19:12:00
2594,Instagram,6025,1362,2935,229439,2023-01-02 19:13:00
2595,LinkedIn,5366,1024,4969,830681,2023-01-02 19:14:00
2596,YouTube,6066,1160,4648,699435,2023-01-02 19:15:00
2597,YouTube,5781,862,901,968224,2023-01-02 19:16:00
2598,Instagram,2936,246,2809,608271,2023-01-02 19:17:00
2599,YouTube,3421,125,4969,847625,2023-01-02 19:18:00
2600,Instagram,9088,703,2025,530764,2023-01-02 19:19:00
2601,TikTok,1699,309,140,448539,2023-01-02 19:20:00
2602,TikTok,9031,1890,2303,940235,2023-01-02 19:21:00
2603,TikTok,4889,71,3438,627882,2023-01-02 19:22:00
2604,LinkedIn,8968,390,4773,217610,2023-01-02 19:23:00
2605,Twitter,2893,1788,233,817818,2023-01-02 19:24:00
2606,Twitter,870,1925,4752,160946,2023-01-02 19:25:00
2607,YouTube,8165,412,3933,842333,2023-01-02 19:26:00
2608,Facebook,8333,1984,3754,446703,2023-01-02 19:27:00
2609,Twitter,345,575,2533,281328,2023-01-02 19:28:00
2610,YouTube,5423,724,1796,390818,2023-01-02 19:29:00
2611,TikTok,2526,1581,2668,519974,2023-01-02 19:30:00
2612,TikTok,1971,1420,2166,179726,2023-01-02 19:31:00
2613,Facebook,323,762,1901,131808,2023-01-02 19:32:00
2614,LinkedIn,2344,1337,2254,314657,2023-01-02 19:33:00
2615,Twitter,3845,1536,1595,741007,2023-01-02 19:34:00
2616,Twitter,5451,213,2553,68206,2023-01-02 19:35:00
2617,YouTube,6863,1543,2633,693442,2023-01-02 19:36:00
2618,YouTube,239,1079,630,334126,2023-01-02 19:37:00
2619,TikTok,3881,470,4978,329065,2023-01-02 19:38:00
2620,TikTok,713,1609,2151,560010,2023-01-02 19:39:00
2621,Facebook,7799,1516,1032,700903,2023-01-02 19:40:00
2622,LinkedIn,6662,561,758,112598,2023-01-02 19:41:00
2623,LinkedIn,975,639,4373,970111,2023-01-02 19:42:00
2624,Twitter,2387,1053,3654,917352,2023-01-02 19:43:00
2625,YouTube,334,1998,181,633864,2023-01-02 19:44:00
2626,LinkedIn,189,808,2220,688854,2023-01-02 19:45:00
2627,Instagram,4742,1573,745,823746,2023-01-02 19:46:00
2628,TikTok,3287,271,364,401476,2023-01-02 19:47:00
2629,YouTube,9468,586,4421,154281,2023-01-02 19:48:00
2630,YouTube,1739,1616,2821,599935,2023-01-02 19:49:00
2631,Twitter,5908,83,17,860566,2023-01-02 19:50:00
2632,Twitter,245,1960,3172,97810,2023-01-02 19:51:00
2633,LinkedIn,5053,1029,2891,686295,2023-01-02 19:52:00
2634,Twitter,5026,296,2644,525162,2023-01-02 19:53:00
2635,Twitter,1869,1974,1421,843982,2023-01-02 19:54:00
2636,Facebook,2209,1997,717,931834,2023-01-02 19:55:00
2637,YouTube,6178,102,1693,643352,2023-01-02 19:56:00
2638,TikTok,7521,525,1504,285293,2023-01-02 19:57:00
2639,Facebook,494,637,3959,374434,2023-01-02 19:58:00
2640,Facebook,6892,1077,982,663738,2023-01-02 19:59:00
2641,LinkedIn,4793,100,963,954858,2023-01-02 20:00:00
2642,Facebook,2309,1134,2359,637899,2023-01-02 20:01:00
2643,Facebook,1525,566,2197,523083,2023-01-02 20:02:00
2644,Instagram,195,869,2268,726905,2023-01-02 20:03:00
2645,Twitter,2881,1582,3915,371299,2023-01-02 20:04:00
2646,YouTube,4712,73,4317,503478,2023-01-02 20:05:00
2647,YouTube,1172,105,2893,654114,2023-01-02 20:06:00
2648,Facebook,6964,904,2865,346681,2023-01-02 20:07:00
2649,Facebook,625,1292,473,784428,2023-01-02 20:08:00
2650,YouTube,8134,1347,2364,14345,2023-01-02 20:09:00
2651,LinkedIn,2257,1182,2122,817326,2023-01-02 20:10:00
2652,TikTok,5940,91,3886,750016,2023-01-02 20:11:00
2653,YouTube,8647,76,4114,92634,2023-01-02 20:12:00
2654,Twitter,4744,1535,4596,273568,2023-01-02 20:13:00
2655,Facebook,5919,331,2671,417643,2023-01-02 20:14:00
2656,Twitter,7802,1856,1377,508505,2023-01-02 20:15:00
2657,Instagram,2570,1337,4179,447373,2023-01-02 20:16:00
2658,Instagram,662,316,2426,833197,2023-01-02 20:17:00
2659,TikTok,2433,1986,1112,602570,2023-01-02 20:18:00
2660,Twitter,4930,1863,3677,303032,2023-01-02 20:19:00
2661,YouTube,6357,1499,4649,177425,2023-01-02 20:20:00
2662,Twitter,5490,711,454,682620,2023-01-02 20:21:00
2663,Instagram,3392,1591,4675,114205,2023-01-02 20:22:00
2664,Instagram,9501,210,2747,132568,2023-01-02 20:23:00
2665,YouTube,213,1065,1642,214086,2023-01-02 20:24:00
2666,Instagram,78,100,2470,897845,2023-01-02 20:25:00
2667,LinkedIn,7645,1072,895,655325,2023-01-02 20:26:00
2668,Twitter,231,1439,2836,863461,2023-01-02 20:27:00
2669,LinkedIn,846,1418,2300,260984,2023-01-02 20:28:00
2670,Twitter,5219,1235,1102,204564,2023-01-02 20:29:00
2671,TikTok,2645,849,4982,88590,2023-01-02 20:30:00
2672,YouTube,9593,1785,3317,319962,2023-01-02 20:31:00
2673,YouTube,5194,1421,4298,493444,2023-01-02 20:32:00
2674,TikTok,5282,450,4883,434225,2023-01-02 20:33:00
2675,Twitter,1139,1517,3439,258922,2023-01-02 20:34:00
2676,LinkedIn,3443,761,4917,942726,2023-01-02 20:35:00
2677,TikTok,7585,1991,4395,518267,2023-01-02 20:36:00
2678,Facebook,6307,1611,940,855872,2023-01-02 20:37:00
2679,Twitter,7033,1716,4986,112690,2023-01-02 20:38:00
2680,LinkedIn,7047,703,4732,212326,2023-01-02 20:39:00
2681,LinkedIn,9072,1346,1642,589686,2023-01-02 20:40:00
2682,YouTube,8283,1422,90,456581,2023-01-02 20:41:00
2683,Facebook,5285,735,3000,645006,2023-01-02 20:42:00
2684,Twitter,904,642,3810,159804,2023-01-02 20:43:00
2685,Facebook,4314,207,4798,217719,2023-01-02 20:44:00
2686,Twitter,9558,1233,4423,339357,2023-01-02 20:45:00
2687,Instagram,4549,961,3946,54056,2023-01-02 20:46:00
2688,LinkedIn,1722,519,1238,82349,2023-01-02 20:47:00
2689,LinkedIn,3245,592,3661,975174,2023-01-02 20:48:00
2690,Facebook,583,289,527,139053,2023-01-02 20:49:00
2691,Instagram,2359,511,4009,766287,2023-01-02 20:50:00
2692,Facebook,9111,1392,4923,974805,2023-01-02 20:51:00
2693,YouTube,6570,685,1727,466289,2023-01-02 20:52:00
2694,YouTube,1324,1423,2629,585791,2023-01-02 20:53:00
2695,Instagram,6806,945,1329,393037,2023-01-02 20:54:00
2696,Facebook,1345,594,2326,337688,2023-01-02 20:55:00
2697,TikTok,1758,219,4815,960166,2023-01-02 20:56:00
2698,TikTok,4087,295,2825,652486,2023-01-02 20:57:00
2699,YouTube,1457,1250,243,175049,2023-01-02 20:58:00
2700,LinkedIn,72,810,3366,262537,2023-01-02 20:59:00
2701,LinkedIn,541,170,595,516594,2023-01-02 21:00:00
2702,Instagram,5752,1070,3057,156586,2023-01-02 21:01:00
2703,LinkedIn,7243,1536,2602,109941,2023-01-02 21:02:00
2704,YouTube,9188,448,1336,567024,2023-01-02 21:03:00
2705,YouTube,8378,522,1380,527794,2023-01-02 21:04:00
2706,Twitter,2156,1517,920,2245,2023-01-02 21:05:00
2707,Facebook,1709,1657,579,578654,2023-01-02 21:06:00
2708,TikTok,1177,1244,1969,111642,2023-01-02 21:07:00
2709,Instagram,4296,773,4785,547553,2023-01-02 21:08:00
2710,Twitter,9841,1412,3171,127147,2023-01-02 21:09:00
2711,Twitter,1743,271,3685,973883,2023-01-02 21:10:00
2712,YouTube,6026,290,1063,375038,2023-01-02 21:11:00
2713,Facebook,6419,6,850,519672,2023-01-02 21:12:00
2714,Instagram,8612,1630,868,778143,2023-01-02 21:13:00
2715,YouTube,5743,21,1221,112703,2023-01-02 21:14:00
2716,Facebook,6695,228,2899,290790,2023-01-02 21:15:00
2717,YouTube,8122,167,117,434716,2023-01-02 21:16:00
2718,LinkedIn,5840,1790,1091,763706,2023-01-02 21:17:00
2719,LinkedIn,9042,1776,4270,218043,2023-01-02 21:18:00
2720,Twitter,2227,883,122,365287,2023-01-02 21:19:00
2721,TikTok,8116,1364,4727,755223,2023-01-02 21:20:00
2722,LinkedIn,2860,375,1518,573333,2023-01-02 21:21:00
2723,TikTok,1325,1553,2025,71846,2023-01-02 21:22:00
2724,LinkedIn,1943,1390,2692,841100,2023-01-02 21:23:00
2725,LinkedIn,7756,834,3402,792845,2023-01-02 21:24:00
2726,Facebook,3097,338,3317,694123,2023-01-02 21:25:00
2727,YouTube,7305,870,679,876603,2023-01-02 21:26:00
2728,Instagram,3213,418,3905,13991,2023-01-02 21:27:00
2729,TikTok,5104,1936,3922,58892,2023-01-02 21:28:00
2730,LinkedIn,4721,1026,4379,348358,2023-01-02 21:29:00
2731,Twitter,6449,260,1157,187025,2023-01-02 21:30:00
2732,YouTube,706,478,3564,663165,2023-01-02 21:31:00
2733,TikTok,7150,192,2797,715601,2023-01-02 21:32:00
2734,LinkedIn,1398,511,1476,139637,2023-01-02 21:33:00
2735,YouTube,1394,822,2781,402680,2023-01-02 21:34:00
2736,TikTok,1509,1481,3651,223257,2023-01-02 21:35:00
2737,Instagram,4115,1204,2699,970265,2023-01-02 21:36:00
2738,YouTube,632,1208,1436,923515,2023-01-02 21:37:00
2739,YouTube,5052,742,203,444068,2023-01-02 21:38:00
2740,Twitter,8886,1617,1376,218695,2023-01-02 21:39:00
2741,Instagram,4824,1168,4145,158072,2023-01-02 21:40:00
2742,Twitter,6568,1060,1453,541750,2023-01-02 21:41:00
2743,LinkedIn,9539,1263,3004,440343,2023-01-02 21:42:00
2744,Instagram,7739,1824,1647,865030,2023-01-02 21:43:00
2745,TikTok,7432,183,1531,238602,2023-01-02 21:44:00
2746,Facebook,2570,19,3396,716716,2023-01-02 21:45:00
2747,Instagram,2203,749,3137,569578,2023-01-02 21:46:00
2748,TikTok,538,1514,842,890461,2023-01-02 21:47:00
2749,Facebook,2866,629,1819,20511,2023-01-02 21:48:00
2750,TikTok,2893,1121,2285,753242,2023-01-02 21:49:00
2751,Instagram,9933,176,4351,768102,2023-01-02 21:50:00
2752,Instagram,5217,1931,3087,907963,2023-01-02 21:51:00
2753,Twitter,8734,1493,3028,238050,2023-01-02 21:52:00
2754,YouTube,689,1326,2065,954054,2023-01-02 21:53:00
2755,TikTok,9601,864,1398,335802,2023-01-02 21:54:00
2756,TikTok,8331,1272,450,651842,2023-01-02 21:55:00
2757,Instagram,9632,929,2375,322937,2023-01-02 21:56:00
2758,Twitter,9018,1861,4383,597641,2023-01-02 21:57:00
2759,Twitter,7354,95,3955,490871,2023-01-02 21:58:00
2760,LinkedIn,9039,1291,3898,78065,2023-01-02 21:59:00
2761,Instagram,9290,610,362,936731,2023-01-02 22:00:00
2762,Facebook,6748,1151,4437,456836,2023-01-02 22:01:00
2763,TikTok,1844,803,4025,472038,2023-01-02 22:02:00
2764,Instagram,5252,523,3530,595136,2023-01-02 22:03:00
2765,Twitter,1753,542,4986,5842,2023-01-02 22:04:00
2766,Facebook,250,1938,3113,998850,2023-01-02 22:05:00
2767,Instagram,1481,1687,2386,808827,2023-01-02 22:06:00
2768,Twitter,4380,16,437,778099,2023-01-02 22:07:00
2769,YouTube,3640,1742,3081,696980,2023-01-02 22:08:00
2770,Instagram,7751,1651,3513,520156,2023-01-02 22:09:00
2771,Instagram,7198,533,1446,126773,2023-01-02 22:10:00
2772,Facebook,5249,1116,3125,657189,2023-01-02 22:11:00
2773,Instagram,9800,1205,2546,18731,2023-01-02 22:12:00
2774,TikTok,1995,1942,1285,659367,2023-01-02 22:13:00
2775,Instagram,3371,199,1340,671293,2023-01-02 22:14:00
2776,LinkedIn,5178,1474,3357,555533,2023-01-02 22:15:00
2777,TikTok,9691,1618,3602,922812,2023-01-02 22:16:00
2778,Facebook,7943,487,580,91374,2023-01-02 22:17:00
2779,TikTok,9979,1160,3997,745144,2023-01-02 22:18:00
2780,Twitter,8800,811,1329,702066,2023-01-02 22:19:00
2781,YouTube,7372,1019,4100,985951,2023-01-02 22:20:00
2782,Instagram,4998,17,4764,895652,2023-01-02 22:21:00
2783,Twitter,7897,1174,4983,54083,2023-01-02 22:22:00
2784,Instagram,6564,1275,4709,910429,2023-01-02 22:23:00
2785,Twitter,2621,319,4477,917610,2023-01-02 22:24:00
2786,Instagram,5283,1417,4083,447075,2023-01-02 22:25:00
2787,Instagram,4129,902,2219,291615,2023-01-02 22:26:00
2788,Facebook,409,1736,1714,703559,2023-01-02 22:27:00
2789,Twitter,315,525,1453,734658,2023-01-02 22:28:00
2790,TikTok,7819,1017,1362,748802,2023-01-02 22:29:00
2791,Facebook,3921,1221,2940,303868,2023-01-02 22:30:00
2792,Twitter,6509,1336,262,557654,2023-01-02 22:31:00
2793,Facebook,7641,541,917,851278,2023-01-02 22:32:00
2794,LinkedIn,6831,47,3061,165107,2023-01-02 22:33:00
2795,TikTok,3741,1538,69,170614,2023-01-02 22:34:00
2796,LinkedIn,3132,1493,283,251450,2023-01-02 22:35:00
2797,Twitter,700,1196,332,716216,2023-01-02 22:36:00
2798,Facebook,5764,1933,3853,78779,2023-01-02 22:37:00
2799,YouTube,8864,778,2556,554453,2023-01-02 22:38:00
2800,Twitter,9629,1113,411,839004,2023-01-02 22:39:00
2801,TikTok,3573,1899,2157,117259,2023-01-02 22:40:00
2802,Facebook,6892,1426,2508,126851,2023-01-02 22:41:00
2803,Instagram,2194,1935,3647,460193,2023-01-02 22:42:00
2804,Instagram,1806,317,3531,270727,2023-01-02 22:43:00
2805,Facebook,6820,392,2964,869187,2023-01-02 22:44:00
2806,TikTok,5060,1662,4469,122879,2023-01-02 22:45:00
2807,YouTube,6736,1332,4257,25638,2023-01-02 22:46:00
2808,YouTube,9228,756,1149,212699,2023-01-02 22:47:00
2809,YouTube,1875,1739,4562,242090,2023-01-02 22:48:00
2810,Twitter,2005,1180,2317,406063,2023-01-02 22:49:00
2811,LinkedIn,803,400,2253,210577,2023-01-02 22:50:00
2812,TikTok,7794,301,480,753369,2023-01-02 22:51:00
2813,YouTube,117,359,2818,557328,2023-01-02 22:52:00
2814,Facebook,114,1503,1583,214465,2023-01-02 22:53:00
2815,YouTube,8953,1417,2486,457476,2023-01-02 22:54:00
2816,Facebook,3001,469,1084,211771,2023-01-02 22:55:00
2817,Facebook,3661,729,1405,89555,2023-01-02 22:56:00
2818,Facebook,7591,1839,2640,375919,2023-01-02 22:57:00
2819,TikTok,2209,835,1240,47839,2023-01-02 22:58:00
2820,Facebook,4190,1583,4126,144509,2023-01-02 22:59:00
2821,Instagram,6827,625,3995,117550,2023-01-02 23:00:00
2822,Twitter,7476,779,2896,227881,2023-01-02 23:01:00
2823,Facebook,5653,1612,3452,725422,2023-01-02 23:02:00
2824,Instagram,8992,1137,3424,655325,2023-01-02 23:03:00
2825,Instagram,2158,632,4450,582138,2023-01-02 23:04:00
2826,Facebook,6236,280,2666,757167,2023-01-02 23:05:00
2827,Twitter,8717,1030,2901,674378,2023-01-02 23:06:00
2828,Facebook,6051,1931,2332,136435,2023-01-02 23:07:00
2829,YouTube,9069,1953,231,34475,2023-01-02 23:08:00
2830,Twitter,283,33,1836,769127,2023-01-02 23:09:00
2831,Facebook,8972,1642,70,558264,2023-01-02 23:10:00
2832,LinkedIn,6874,293,2496,643555,2023-01-02 23:11:00
2833,Facebook,4471,1361,245,267537,2023-01-02 23:12:00
2834,Twitter,1618,823,2413,789126,2023-01-02 23:13:00
2835,LinkedIn,4034,1953,3189,569514,2023-01-02 23:14:00
2836,Facebook,2974,672,667,785899,2023-01-02 23:15:00
2837,Instagram,4436,1743,2877,523910,2023-01-02 23:16:00
2838,Instagram,9847,1854,2113,915339,2023-01-02 23:17:00
2839,Twitter,4986,1473,860,131393,2023-01-02 23:18:00
2840,LinkedIn,2709,286,4527,408576,2023-01-02 23:19:00
2841,TikTok,5954,1513,4431,984610,2023-01-02 23:20:00
2842,TikTok,2579,699,824,871307,2023-01-02 23:21:00
2843,YouTube,1608,1637,3543,629624,2023-01-02 23:22:00
2844,Facebook,9308,1444,2233,809440,2023-01-02 23:23:00
2845,YouTube,1706,1379,3970,44397,2023-01-02 23:24:00
2846,LinkedIn,2083,567,4936,518005,2023-01-02 23:25:00
2847,LinkedIn,4320,440,3092,174492,2023-01-02 23:26:00
2848,Facebook,3521,1326,4396,379193,2023-01-02 23:27:00
2849,YouTube,6653,850,3605,3779,2023-01-02 23:28:00
2850,TikTok,704,349,1707,222494,2023-01-02 23:29:00
2851,Twitter,8921,256,153,389334,2023-01-02 23:30:00
2852,YouTube,5230,673,1378,606175,2023-01-02 23:31:00
2853,Facebook,707,382,4546,885230,2023-01-02 23:32:00
2854,TikTok,7137,936,166,902439,2023-01-02 23:33:00
2855,Instagram,1685,1664,1127,596490,2023-01-02 23:34:00
2856,LinkedIn,958,1121,2631,126556,2023-01-02 23:35:00
2857,TikTok,326,968,4903,245208,2023-01-02 23:36:00
2858,Instagram,4916,1409,2669,891080,2023-01-02 23:37:00
